"","Sample_ID","AOI","Region","WellC","WellR","Plate","Area","Nuclei"
"433","DSP-1001660006537-B-D12","Derm","AKCenter","12","D","Skin8",33727.72,281
"434","DSP-1001660006537-B-E01","Derm","AKCenter","01","E","Skin8",36862.42,308
"435","DSP-1001660006537-B-E02","Epi","AKCenter","02","E","Skin8",77413.57,282
"436","DSP-1001660006537-B-E03","Epi","AKCenter","03","E","Skin8",105868.2,163
"437","DSP-1001660006537-B-E04","Epi","AKCenter","04","E","Skin8",116820.43,313
"438","DSP-1001660006537-B-E05","Derm","AKEdge","05","E","Skin8",62217.78,356
"439","DSP-1001660006537-B-E06","Derm","AKEdge","06","E","Skin8",47864.61,358
"440","DSP-1001660006537-B-E07","Derm","AKEdge","07","E","Skin8",37820.76,325
"441","DSP-1001660006537-B-E08","Epi","AKEdge","08","E","Skin8",49538.82,217
"442","DSP-1001660006537-B-E09","Epi","AKEdge","09","E","Skin8",37941.74,289
"443","DSP-1001660006537-B-E10","Epi","AKEdge","10","E","Skin8",41646.92,381
"444","DSP-1001660006537-B-E11","Derm","SunDamaged","11","E","Skin8",67466.29,389
"445","DSP-1001660006537-B-E12","Derm","SunDamaged","12","E","Skin8",48784.32,354
"446","DSP-1001660006537-B-F01","Derm","SunDamaged","01","F","Skin8",208582.71,291
"447","DSP-1001660006537-B-F02","Epi","SunDamaged","02","F","Skin8",26786.96,247
"448","DSP-1001660006537-B-F03","Epi","SunDamaged","03","F","Skin8",31822.38,284
"449","DSP-1001660006537-B-F04","Epi","SunDamaged","04","F","Skin8",42478.2,334
"450","DSP-1001660006537-B-F05","Derm","SunProtected","05","F","Skin8",131141.05,225
"451","DSP-1001660006537-B-F06","Derm","SunProtected","06","F","Skin8",149438.5,225
"452","DSP-1001660006537-B-F07","Derm","SunProtected","07","F","Skin8",134852.28,176
"453","DSP-1001660006537-B-F08","Epi","SunProtected","08","F","Skin8",28225.1,270
"454","DSP-1001660006537-B-F09","Epi","SunProtected","09","F","Skin8",29067.88,267
"455","DSP-1001660006537-B-F10","Epi","SunProtected","10","F","Skin8",32254.62,285
"456","DSP-1001660006537-B-F11","Derm","AKCenter","11","F","Skin8",29193.98,267
"457","DSP-1001660006537-B-F12","Derm","AKCenter","12","F","Skin8",26984.89,271
"458","DSP-1001660006537-B-G01","Derm","AKCenter","01","G","Skin8",26232.61,279
"459","DSP-1001660006537-B-G02","Epi","AKCenter","02","G","Skin8",45946.5,194
"460","DSP-1001660006537-B-G03","Epi","AKCenter","03","G","Skin8",69050.64,243
"461","DSP-1001660006537-B-G04","Epi","AKCenter","04","G","Skin8",49459.65,240
"462","DSP-1001660006537-B-G05","Derm","AKEdge","05","G","Skin8",27250.49,132
"463","DSP-1001660006537-B-G06","Derm","AKEdge","06","G","Skin8",80943.01,173
"464","DSP-1001660006537-B-G07","Derm","AKEdge","07","G","Skin8",27274.75,299
"465","DSP-1001660006537-B-G08","Epi","AKEdge","08","G","Skin8",15807.92,103
"466","DSP-1001660006537-B-G09","Epi","AKEdge","09","G","Skin8",16668.41,121
"467","DSP-1001660006537-B-G10","Epi","AKEdge","10","G","Skin8",9635.87,62
"468","DSP-1001660006537-B-G11","Derm","SunDamaged","11","G","Skin8",166257.26,165
"469","DSP-1001660006537-B-G12","Derm","SunDamaged","12","G","Skin8",126615.13,293
"470","DSP-1001660006537-B-H01","Derm","SunDamaged","01","H","Skin8",97062.65,371
"471","DSP-1001660006537-B-H02","Epi","SunDamaged","02","H","Skin8",32336.34,258
"472","DSP-1001660006537-B-H03","Epi","SunDamaged","03","H","Skin8",31997.95,291
"473","DSP-1001660006537-B-H04","Epi","SunDamaged","04","H","Skin8",30298.68,238
"474","DSP-1001660006537-B-H05","Derm","SunProtected","05","H","Skin8",102660.56,346
"475","DSP-1001660006537-B-H06","Derm","SunProtected","06","H","Skin8",107321.67,357
"476","DSP-1001660006537-B-H07","Derm","SunProtected","07","H","Skin8",148736.51,294
"477","DSP-1001660006537-B-H08","Epi","SunProtected","08","H","Skin8",43910.75,348
"478","DSP-1001660006537-B-H09","Epi","SunProtected","09","H","Skin8",41424.09,354
"479","DSP-1001660006537-B-H10","Epi","SunProtected","10","H","Skin8",50337.38,371
"480","DSP-1001660006538-C-B07","Epi","AKEdge","07","B","Skin5",13281.67,102
"481","DSP-1001660006538-C-B08","cSCC","cSCC_Stroma","08","B","Skin5",39499.28,242
"482","DSP-1001660006538-C-B09","cSCC","cSCC_Stroma","09","B","Skin5",47266.21,269
"483","DSP-1001660006538-C-B10","cSCC","cSCC_Stroma","10","B","Skin5",39095.13,232
"484","DSP-1001660006538-C-B11","cSCC","cSCC","11","B","Skin5",87998.2,367
"485","DSP-1001660006538-C-B12","cSCC","cSCC","12","B","Skin5",87998.2,351
"486","DSP-1001660006538-C-C05","Epi","AKCenter","05","C","Skin5",24183.94,202
"487","DSP-1001660006538-C-D01","Derm","AKCenter","01","D","Skin5",46389.76,276
"488","DSP-1001660006538-C-D02","Derm","AKCenter","02","D","Skin5",63523.76,274
"489","DSP-1001660006538-C-D03","Derm","AKCenter","03","D","Skin5",61066.31,530
"490","DSP-1001660006538-C-D04","Epi","AKCenter","04","D","Skin5",32206.57,183
"491","DSP-1001660006538-C-D05","Epi","AKCenter","05","D","Skin5",30795.88,154
"492","DSP-1001660006538-C-D06","Epi","AKCenter","06","D","Skin5",26259.75,172
"493","DSP-1001660006538-C-D07","Derm","AKEdge","07","D","Skin5",59186.67,184
"494","DSP-1001660006538-C-D08","Derm","AKEdge","08","D","Skin5",47175.71,274
"495","DSP-1001660006538-C-D09","Derm","AKEdge","09","D","Skin5",49259.34,293
"496","DSP-1001660006538-C-D10","Epi","AKEdge","10","D","Skin5",22997.03,192
"497","DSP-1001660006538-C-D11","Epi","AKEdge","11","D","Skin5",18907.03,135
"498","DSP-1001660006538-C-D12","Epi","AKEdge","12","D","Skin5",24901.89,140
"499","DSP-1001660006538-C-E01","Derm","SunDamaged","01","E","Skin5",26670.12,159
"500","DSP-1001660006538-C-E02","Derm","SunDamaged","02","E","Skin5",29465,215
"501","DSP-1001660006538-C-E03","Derm","SunDamaged","03","E","Skin5",30431.8,265
"502","DSP-1001660006538-C-E04","Epi","SunDamaged","04","E","Skin5",12822.13,114
"503","DSP-1001660006538-C-E05","Epi","SunDamaged","05","E","Skin5",18708.46,139
"504","DSP-1001660006538-C-E06","Epi","SunDamaged","06","E","Skin5",13553.98,119
"505","DSP-1001660006538-C-E07","Derm","AKCenter","07","E","Skin5",43020.42,188
"506","DSP-1001660006538-C-E08","Derm","AKCenter","08","E","Skin5",28532.69,203
"507","DSP-1001660006538-C-E09","Derm","AKCenter","09","E","Skin5",25127.11,203
"508","DSP-1001660006538-C-E10","Epi","AKCenter","10","E","Skin5",40275.02,206
"509","DSP-1001660006538-C-E11","Epi","AKCenter","11","E","Skin5",27102.68,200
"510","DSP-1001660006538-C-E12","Epi","AKCenter","12","E","Skin5",33814.71,201
"511","DSP-1001660006538-C-F01","Derm","AKEdge","01","F","Skin5",86768.2,106
"512","DSP-1001660006538-C-F02","Derm","AKEdge","02","F","Skin5",58457.86,117
"513","DSP-1001660006538-C-F03","Derm","AKEdge","03","F","Skin5",71907.13,111
"514","DSP-1001660006538-C-F04","Epi","AKEdge","04","F","Skin5",16465.06,104
"515","DSP-1001660006538-C-F05","Epi","AKEdge","05","F","Skin5",17417.17,115
"516","DSP-1001660006538-C-F06","Epi","AKEdge","06","F","Skin5",18707.35,141
"517","DSP-1001660006538-C-F07","Derm","SunDamaged","07","F","Skin5",196010.53,201
"518","DSP-1001660006538-C-F08","Derm","SunDamaged","08","F","Skin5",84704.84,265
"519","DSP-1001660006538-C-F09","Derm","SunDamaged","09","F","Skin5",81509.64,260
"520","DSP-1001660006538-C-F10","Epi","SunDamaged","10","F","Skin5",32812.8,213
"521","DSP-1001660006538-C-F11","Epi","SunDamaged","11","F","Skin5",40395.69,263
"522","DSP-1001660006538-C-F12","Epi","SunDamaged","12","F","Skin5",37722.11,264
"523","DSP-1001660006538-C-G01","Derm","SunProtected","01","G","Skin5",78636.71,233
"524","DSP-1001660006538-C-G02","Derm","SunProtected","02","G","Skin5",83387.53,195
"525","DSP-1001660006538-C-G03","Derm","SunProtected","03","G","Skin5",54629.79,186
"526","DSP-1001660006538-C-G04","Epi","SunProtected","04","G","Skin5",25484.81,191
"527","DSP-1001660006538-C-G05","Epi","SunProtected","05","G","Skin5",24215.06,186
"528","DSP-1001660006538-C-G06","Epi","SunProtected","06","G","Skin5",17648.45,156
"529","DSP-1001660012892-D-A02","cSCC","cSCC_Stroma","02","A","Skin6",36064.34,208
"530","DSP-1001660012892-D-A03","cSCC","cSCC_Stroma","03","A","Skin6",11454.54,109
"531","DSP-1001660012892-D-A04","cSCC","cSCC_Stroma","04","A","Skin6",38510.78,308
"532","DSP-1001660012892-D-A05","cSCC","cSCC_Stroma","05","A","Skin6",34733.14,343
"533","DSP-1001660012892-D-A06","cSCC","cSCC","06","A","Skin6",73079.03,161
"534","DSP-1001660012892-D-A07","cSCC","cSCC","07","A","Skin6",88052.47,169
"535","DSP-1001660012892-D-A08","cSCC","cSCC","08","A","Skin6",95847.49,241
"536","DSP-1001660012892-D-A09","cSCC","cSCC","09","A","Skin6",66927.42,164
"537","DSP-1001660012892-D-A10","cSCC","cSCC","10","A","Skin6",38689.87,146
"538","DSP-1001660012892-D-A11","cSCC","cSCC","11","A","Skin6",45244.51,128
"539","DSP-1001660012892-D-A12","cSCC","cSCC_Stroma","12","A","Skin6",57030.25,287
"540","DSP-1001660012892-D-B01","cSCC","cSCC_Stroma","01","B","Skin6",27968.12,183
"541","DSP-1001660012892-D-B02","cSCC","cSCC","02","B","Skin6",32679.2,148
"542","DSP-1001660012892-D-B03","cSCC","cSCC","03","B","Skin6",139922.02,217
"543","DSP-1001660012892-D-B04","cSCC","cSCC","04","B","Skin6",69504.74,142
"544","DSP-1001660012892-D-B05","cSCC","cSCC","05","B","Skin6",16080.7,180
"545","DSP-1001660012892-D-B06","cSCC","cSCC","06","B","Skin6",31606.73,222
"546","DSP-1001660012892-D-B07","cSCC","cSCC","07","B","Skin6",29540.02,171
"547","DSP-1001660012892-D-B08","cSCC","cSCC_Stroma","08","B","Skin6",31261.48,307
"548","DSP-1001660012892-D-B09","cSCC","cSCC_Stroma","09","B","Skin6",27213.94,222
"549","DSP-1001660012892-D-B10","cSCC","cSCC_Stroma","10","B","Skin6",33664.51,289
"550","DSP-1001660012892-D-B11","cSCC","cSCC","11","B","Skin6",74498.5,149
"551","DSP-1001660012892-D-B12","cSCC","cSCC","12","B","Skin6",75353.72,144
"552","DSP-1001660012892-D-C01","cSCC","cSCC","01","C","Skin6",51570.42,157
"553","DSP-1001660012892-D-C02","cSCC","cSCC","02","C","Skin6",35010.55,237
"554","DSP-1001660012892-D-C03","cSCC","cSCC","03","C","Skin6",30773.86,209
"555","DSP-1001660012892-D-C04","cSCC","cSCC","04","C","Skin6",63910.51,290
"556","DSP-1001660012892-D-C05","Derm","SunProtected","05","C","Skin6",132535.61,221
"557","DSP-1001660012892-D-C06","Derm","SunProtected","06","C","Skin6",130992.44,253
"558","DSP-1001660012892-D-C07","Derm","SunProtected","07","C","Skin6",133332.58,245
"559","DSP-1001660012892-D-C08","Epi","SunProtected","08","C","Skin6",29003.87,249
"560","DSP-1001660012892-D-C09","Epi","SunProtected","09","C","Skin6",32173.37,258
"561","DSP-1001660012892-D-C10","Epi","SunProtected","10","C","Skin6",35760.59,275
"562","DSP-1001660012892-D-C11","Derm","AKCenter","11","C","Skin6",54654.69,173
"563","DSP-1001660012892-D-C12","Derm","AKCenter","12","C","Skin6",38084.92,238
"564","DSP-1001660012892-D-D01","Derm","AKCenter","01","D","Skin6",35619.97,149
"565","DSP-1001660012892-D-D02","Epi","AKCenter","02","D","Skin6",33719.89,160
"566","DSP-1001660012892-D-D03","Epi","AKCenter","03","D","Skin6",36787.88,161
"567","DSP-1001660012892-D-D04","Epi","AKCenter","04","D","Skin6",22225.13,147
"568","DSP-1001660012892-D-D05","Derm","AKEdge","05","D","Skin6",32263.87,254
"569","DSP-1001660012892-D-D06","Derm","AKEdge","06","D","Skin6",28320.56,171
"570","DSP-1001660012892-D-D07","Derm","AKEdge","07","D","Skin6",24334.3,185
"571","DSP-1001660012892-D-D08","Epi","AKEdge","08","D","Skin6",33638.97,234
"572","DSP-1001660012892-D-D09","Epi","AKEdge","09","D","Skin6",25153.61,201
"573","DSP-1001660012892-D-D10","Epi","AKEdge","10","D","Skin6",22445.4,180
"574","DSP-1001660012892-D-D11","Derm","SunDamaged","11","D","Skin6",137046.21,192
"575","DSP-1001660012892-D-D12","Derm","SunDamaged","12","D","Skin6",120735.18,257
"576","DSP-1001660012892-D-E01","Derm","SunDamaged","01","E","Skin6",34992.52,262
"577","DSP-1001660012892-D-E02","Epi","SunDamaged","02","E","Skin6",35852.21,275
"578","DSP-1001660012892-D-E03","Epi","SunDamaged","03","E","Skin6",33386.94,262
"579","DSP-1001660012892-D-E04","Epi","SunDamaged","04","E","Skin6",31218.55,255
"580","DSP-1001660012892-D-E05","Derm","SunProtected","05","E","Skin6",72201.62,255
"581","DSP-1001660012892-D-E06","Derm","SunProtected","06","E","Skin6",73307.44,255
"582","DSP-1001660012892-D-E07","Derm","SunProtected","07","E","Skin6",88232.36,186
"583","DSP-1001660012892-D-E08","Epi","SunProtected","08","E","Skin6",24169.26,202
"584","DSP-1001660012892-D-E09","Epi","SunProtected","09","E","Skin6",27339.39,205
"585","DSP-1001660012892-D-E10","Epi","SunProtected","10","E","Skin6",25919.61,213
"586","DSP-1001660012893-A-A02","Epi","AKEdge","02","A","Skin3",37038.64,231
"587","DSP-1001660012893-A-A03","Derm","AKCenter","03","A","Skin3",60324.42,376
"588","DSP-1001660012893-A-A05","Derm","AKCenter","05","A","Skin3",127579.21,238
"589","DSP-1001660012893-A-A06","Epi","AKCenter","06","A","Skin3",52955.57,265
"590","DSP-1001660012893-A-A07","Epi","AKCenter","07","A","Skin3",58373.74,344
"591","DSP-1001660012893-A-A08","Epi","AKCenter","08","A","Skin3",61022.1,396
"592","DSP-1001660012893-A-A09","Derm","AKEdge","09","A","Skin3",60361.61,240
"593","DSP-1001660012893-A-A10","Derm","AKEdge","10","A","Skin3",81035.58,217
"594","DSP-1001660012893-A-A11","Derm","AKEdge","11","A","Skin3",56853.88,293
"595","DSP-1001660012893-A-A12","Epi","AKEdge","12","A","Skin3",35687.8,256
"596","DSP-1001660012893-A-B01","Epi","AKEdge","01","B","Skin3",43349.54,276
"597","DSP-1001660012893-A-B03","Derm","SunDamaged","03","B","Skin3",166953.51,282
"598","DSP-1001660012893-A-B04","Derm","SunDamaged","04","B","Skin3",44079.15,352
"599","DSP-1001660012893-A-B05","Epi","SunDamaged","05","B","Skin3",38571.59,266
"600","DSP-1001660012893-A-B06","Epi","SunDamaged","06","B","Skin3",42276.28,297
"601","DSP-1001660012893-A-B07","Epi","SunDamaged","07","B","Skin3",36986.92,258
"602","DSP-1001660012893-A-B08","Derm","SunProtected","08","B","Skin3",209670.49,260
"603","DSP-1001660012893-A-B09","Derm","SunProtected","09","B","Skin3",137366.88,258
"604","DSP-1001660012893-A-B10","Derm","SunProtected","10","B","Skin3",90023.26,252
"605","DSP-1001660012893-A-B11","Epi","SunProtected","11","B","Skin3",38419,247
"606","DSP-1001660012893-A-B12","Epi","SunProtected","12","B","Skin3",41492.57,327
"607","DSP-1001660012893-A-C01","Epi","SunProtected","01","C","Skin3",41799.99,304
"608","DSP-1001660012893-A-C02","cSCC","cSCC","02","C","Skin3",51236.82,267
"609","DSP-1001660012893-A-C03","cSCC","cSCC","03","C","Skin3",128626.45,269
"610","DSP-1001660012893-A-C04","cSCC","cSCC_Stroma","04","C","Skin3",113904.24,310
"611","DSP-1001660012893-A-C05","cSCC","cSCC_Stroma","05","C","Skin3",35875.83,369
"612","DSP-1001660012893-A-C06","cSCC","cSCC","06","C","Skin3",99332.08,274
"613","DSP-1001660012893-A-C07","cSCC","cSCC","07","C","Skin3",82894.79,351
"614","DSP-1001660012893-A-C08","cSCC","cSCC","08","C","Skin3",53093.8,283
"615","DSP-1001660012893-A-C09","cSCC","cSCC","09","C","Skin3",38382.45,338
"616","DSP-1001660012893-A-C10","cSCC","cSCC","10","C","Skin3",33693.56,290
"617","DSP-1001660012893-A-C11","cSCC","cSCC_Stroma","11","C","Skin3",83895.11,372
"618","DSP-1001660012893-A-C12","cSCC","cSCC_Stroma","12","C","Skin3",106031.97,353
"619","DSP-1001660012893-A-D01","cSCC","cSCC_Stroma","01","D","Skin3",91538.01,369
"620","DSP-1001660012893-A-D02","cSCC","cSCC","02","D","Skin3",188036.11,297
"621","DSP-1001660012893-A-D03","cSCC","cSCC","03","D","Skin3",145195.9,258
"622","DSP-1001660012893-A-D04","cSCC","cSCC","04","D","Skin3",64386.65,320
"623","DSP-1001660012893-A-D05","cSCC","cSCC","05","D","Skin3",45274.68,308
"624","DSP-1001660012893-A-D06","cSCC","cSCC","06","D","Skin3",56592.75,337
"625","DSP-1001660012893-A-D07","cSCC","cSCC_Stroma","07","D","Skin3",34381.82,347
"626","DSP-1001660012893-A-D08","Derm","SunDamaged","08","D","Skin3",138856.26,244
"627","DSP-1001660012893-A-D09","Epi","AKCenter","09","D","Skin3",60853.54,306
"628","DSP-1001660012893-A-D10","Epi","AKCenter","10","D","Skin3",50355.42,285
"629","DSP-1001660012893-A-D11","Epi","AKCenter","11","D","Skin3",58593.86,325
"630","DSP-1001660012893-A-D12","Derm","AKCenter","12","D","Skin3",102783.62,308
"631","DSP-1001660012893-A-E01","Derm","AKCenter","01","E","Skin3",158252.83,313
"632","DSP-1001660012893-A-E02","Derm","AKCenter","02","E","Skin3",90197.72,283
"633","DSP-1001660012893-A-E03","Epi","AKEdge","03","E","Skin3",51085.67,295
"634","DSP-1001660012893-A-E04","Epi","AKEdge","04","E","Skin3",49627.09,320
"635","DSP-1001660012893-A-E05","Epi","AKEdge","05","E","Skin3",51507.21,298
"636","DSP-1001660012893-A-E06","Derm","AKEdge","06","E","Skin3",58852.43,240
"637","DSP-1001660012893-A-E07","Derm","AKEdge","07","E","Skin3",82858.08,288
"638","DSP-1001660012893-A-E08","Derm","AKEdge","08","E","Skin3",90227.73,288
"639","DSP-1001660012893-A-E09","Derm","SunDamaged","09","E","Skin3",56844.78,354
"640","DSP-1001660012893-A-E10","Derm","SunDamaged","10","E","Skin3",68316.24,397
"641","DSP-1001660012893-A-E11","Epi","SunDamaged","11","E","Skin3",32250.47,259
"642","DSP-1001660012893-A-E12","Epi","SunDamaged","12","E","Skin3",42196.96,282
"643","DSP-1001660012893-A-F01","Epi","SunDamaged","01","F","Skin3",51753.5,339
"644","DSP-1001660012893-A-F02","Derm","SunProtected","02","F","Skin3",63820.97,238
"645","DSP-1001660012893-A-F03","Derm","SunProtected","03","F","Skin3",72373.21,222
"646","DSP-1001660012893-A-F04","Derm","SunProtected","04","F","Skin3",87386.4,251
"647","DSP-1001660012893-A-F05","Epi","SunProtected","05","F","Skin3",33933.78,249
"648","DSP-1001660012893-A-F06","Epi","SunProtected","06","F","Skin3",38196.17,251
"649","DSP-1001660012893-A-F07","Epi","SunProtected","07","F","Skin3",35585.81,189
"650","DSP-1001660012893-A-F09","cSCC","cSCC_Stroma","09","F","Skin3",84998.54,372
"651","DSP-1001660012893-A-F10","cSCC","cSCC_Stroma","10","F","Skin3",63156.01,381
"652","DSP-1001660012893-A-F11","cSCC","cSCC","11","F","Skin3",84119.21,395
"653","DSP-1001660012893-A-F12","cSCC","cSCC","12","F","Skin3",98403.75,359
"654","DSP-1001660012893-A-G01","cSCC","cSCC","01","G","Skin3",147107.46,283
"655","DSP-1001660012893-A-G02","cSCC","cSCC","02","G","Skin3",32187.9,318
"656","DSP-1001660012893-A-G03","cSCC","cSCC","03","G","Skin3",52989.25,382
"657","DSP-1001660012893-A-G04","cSCC","cSCC","04","G","Skin3",50769.63,300
"658","DSP-1001660012893-A-G05","Derm","AKCenter","05","G","Skin3",63340.84,398
"659","DSP-1001660012893-A-G06","Derm","AKCenter","06","G","Skin3",109373.22,370
"660","DSP-1001660012893-A-G07","Derm","AKCenter","07","G","Skin3",63378.67,369
"661","DSP-1001660012893-A-G08","Epi","AKCenter","08","G","Skin3",72598.11,226
"662","DSP-1001660012893-A-G09","Epi","AKCenter","09","G","Skin3",65509.23,266
"663","DSP-1001660012893-A-G10","Epi","AKCenter","10","G","Skin3",84498.78,178
"664","DSP-1001660012893-A-G11","Derm","AKEdge","11","G","Skin3",101423.69,241
"665","DSP-1001660012893-A-G12","Derm","AKEdge","12","G","Skin3",83469.73,250
"666","DSP-1001660012893-A-H01","Derm","AKEdge","01","H","Skin3",96502.24,151
"667","DSP-1001660012893-A-H02","Epi","AKEdge","02","H","Skin3",43573.49,258
"668","DSP-1001660012893-A-H03","Epi","AKEdge","03","H","Skin3",50746.96,295
"669","DSP-1001660012893-A-H04","Epi","AKEdge","04","H","Skin3",33427.96,248
"670","DSP-1001660018727-B-A02","Derm","AKCenter","02","A","Skin2",47433.49,357
"671","DSP-1001660018727-B-A03","Derm","AKCenter","03","A","Skin2",40195.21,300
"672","DSP-1001660018727-B-A04","Derm","AKCenter","04","A","Skin2",42999.35,327
"673","DSP-1001660018727-B-A05","Epi","AKCenter","05","A","Skin2",46073.24,274
"674","DSP-1001660018727-B-A06","Epi","AKCenter","06","A","Skin2",161871.81,282
"675","DSP-1001660018727-B-A07","Epi","AKCenter","07","A","Skin2",87347.13,293
"676","DSP-1001660018727-B-A08","Derm","AKEdge","08","A","Skin2",55402.33,267
"677","DSP-1001660018727-B-A09","Derm","AKEdge","09","A","Skin2",105935.4,314
"678","DSP-1001660018727-B-A10","Derm","AKEdge","10","A","Skin2",57486.28,349
"679","DSP-1001660018727-B-A11","Epi","AKEdge","11","A","Skin2",32626.04,265
"680","DSP-1001660018727-B-A12","Epi","AKEdge","12","A","Skin2",38711.57,266
"681","DSP-1001660018727-B-B01","Epi","AKEdge","01","B","Skin2",29294.53,256
"682","DSP-1001660018727-B-B02","Derm","SunDamaged","02","B","Skin2",48166.6,335
"683","DSP-1001660018727-B-B03","Derm","SunDamaged","03","B","Skin2",41700.07,333
"684","DSP-1001660018727-B-B04","Derm","SunDamaged","04","B","Skin2",36351.33,338
"685","DSP-1001660018727-B-B05","Epi","SunDamaged","05","B","Skin2",27135.24,268
"686","DSP-1001660018727-B-B06","Epi","SunDamaged","06","B","Skin2",27546.26,240
"687","DSP-1001660018727-B-B07","Epi","SunDamaged","07","B","Skin2",27306.35,264
"688","DSP-1001660018727-B-B08","Derm","SunProtected","08","B","Skin2",63155.21,310
"689","DSP-1001660018727-B-B09","Derm","SunProtected","09","B","Skin2",100774.85,267
"690","DSP-1001660018727-B-B10","Derm","SunProtected","10","B","Skin2",78749.24,239
"691","DSP-1001660018727-B-B11","Epi","SunProtected","11","B","Skin2",29358.54,309
"692","DSP-1001660018727-B-B12","Epi","SunProtected","12","B","Skin2",44711.07,358
"693","DSP-1001660018727-B-C01","Epi","SunProtected","01","C","Skin2",35232.74,241
"694","DSP-1001660018727-B-C02","cSCC","cSCC_Stroma","02","C","Skin2",35814.06,308
"695","DSP-1001660018727-B-C03","cSCC","cSCC_Stroma","03","C","Skin2",51619.9,364
"696","DSP-1001660018727-B-C04","cSCC","cSCC_Stroma","04","C","Skin2",58924.58,344
"697","DSP-1001660018727-B-C05","cSCC","cSCC","05","C","Skin2",58284.52,141
"698","DSP-1001660018727-B-C06","cSCC","cSCC","06","C","Skin2",63028.31,151
"699","DSP-1001660018727-B-C07","cSCC","cSCC","07","C","Skin2",50470.19,160
"700","DSP-1001660018727-B-C08","cSCC","cSCC_Stroma","08","C","Skin2",50616.87,338
"701","DSP-1001660018727-B-C09","cSCC","cSCC_Stroma","09","C","Skin2",73059.08,471
"702","DSP-1001660018727-B-C10","cSCC","cSCC_Stroma","10","C","Skin2",43230.79,249
"703","DSP-1001660018727-B-C11","cSCC","cSCC","11","C","Skin2",52198.35,139
"704","DSP-1001660018727-B-C12","cSCC","cSCC","12","C","Skin2",141940.2,146
"705","DSP-1001660018727-B-D01","cSCC","cSCC","01","D","Skin2",113169.69,147
"706","DSP-1001660018727-B-D02","Derm","AKCenter","02","D","Skin2",69860.69,301
"707","DSP-1001660018727-B-D03","Derm","AKCenter","03","D","Skin2",57408.86,316
"708","DSP-1001660018727-B-D04","Derm","AKCenter","04","D","Skin2",39536.47,321
"709","DSP-1001660018727-B-D05","Epi","AKCenter","05","D","Skin2",72480.79,354
"710","DSP-1001660018727-B-D06","Epi","AKCenter","06","D","Skin2",52791.01,359
"711","DSP-1001660018727-B-D07","Epi","AKCenter","07","D","Skin2",56592.11,272
"712","DSP-1001660018727-B-D08","Derm","AKEdge","08","D","Skin2",76814.69,262
"713","DSP-1001660018727-B-D10","Derm","AKEdge","10","D","Skin2",114373.84,253
"714","DSP-1001660018727-B-D11","Epi","AKEdge","11","D","Skin2",38722.11,256
"715","DSP-1001660018727-B-D12","Epi","AKEdge","12","D","Skin2",37332.17,289
"716","DSP-1001660018727-B-E01","Epi","AKEdge","01","E","Skin2",30991.41,286
"717","DSP-1001660018727-B-E02","Derm","SunDamaged","02","E","Skin2",126965.32,203
"718","DSP-1001660018727-B-E03","Derm","SunDamaged","03","E","Skin2",89844.81,242
"719","DSP-1001660018727-B-E04","Derm","SunDamaged","04","E","Skin2",141084.98,206
"720","DSP-1001660018727-B-E05","Epi","SunDamaged","05","E","Skin2",41990.25,258
"721","DSP-1001660018727-B-E06","Epi","SunDamaged","06","E","Skin2",39379.25,259
"722","DSP-1001660018727-B-E07","Epi","SunDamaged","07","E","Skin2",38956.59,256
"723","DSP-1001660018727-B-E08","Derm","SunProtected","08","E","Skin2",85243.71,207
"724","DSP-1001660018727-B-E09","Derm","SunProtected","09","E","Skin2",83365.66,209
"725","DSP-1001660018727-B-E10","Derm","SunProtected","10","E","Skin2",75305.04,203
"726","DSP-1001660018727-B-E11","Epi","SunProtected","11","E","Skin2",35598.1,252
"727","DSP-1001660018727-B-E12","Epi","SunProtected","12","E","Skin2",42547.15,320
"728","DSP-1001660018727-B-F01","Epi","SunProtected","01","F","Skin2",36503.6,272
"729","DSP-1001660018727-B-F02","cSCC","cSCC_Stroma","02","F","Skin2",29032.28,369
"730","DSP-1001660018727-B-F03","cSCC","cSCC_Stroma","03","F","Skin2",43914.27,367
"731","DSP-1001660018727-B-F04","cSCC","cSCC","04","F","Skin2",128309.77,274
"732","DSP-1001660018727-B-F05","cSCC","cSCC","05","F","Skin2",52485.66,231
"733","DSP-1001660018727-B-F06","cSCC","cSCC","06","F","Skin2",56702.56,315
"734","DSP-1001660018727-B-F07","cSCC","cSCC","07","F","Skin2",65407.71,240
"735","DSP-1001660018727-B-F08","cSCC","cSCC_Stroma","08","F","Skin2",27216.33,358
"736","DSP-1001660018727-B-F09","cSCC","cSCC","09","F","Skin2",101790.81,301
"737","DSP-1001660018727-B-F10","cSCC","cSCC","10","F","Skin2",61346.92,233
"738","DSP-1001660018727-B-F11","cSCC","cSCC_Stroma","11","F","Skin2",62174.69,328
"739","DSP-1001660018727-B-F12","cSCC","cSCC_Stroma","12","F","Skin2",61729.52,320
"740","DSP-1001660018727-B-G01","cSCC","cSCC","01","G","Skin2",165813.05,268
"741","DSP-1001660018727-B-G02","cSCC","cSCC","02","G","Skin2",166984.48,254
"742","DSP-1001660018727-B-G03","cSCC","cSCC","03","G","Skin2",148678.56,200
"743","DSP-1001660018727-B-G04","cSCC","cSCC","04","G","Skin2",40019.47,276
"744","DSP-1001660018727-B-G05","cSCC","cSCC","05","G","Skin2",44376.52,241
