"Sample","Library_Flowcell_Lane","Raw reads","Raw data","Effective(%)","Error(%)","Q20(%)","Q30(%)","GC(%)","PlateID","Sample_ID"
"S2_F09","CKDL240006127-1A_H2TG7DSXC_L3",3784290,567643500,100,0.03,95.12,89.2,65.77,"DSP-1001660018727-B","DSP-1001660018727-B-F09"
"S2_A06","CKDL240006127-1A_H2TG7DSXC_L3",7353292,1102993800,100,0.04,90.58,85,66.54,"DSP-1001660018727-B","DSP-1001660018727-B-A06"
"S2_A07","CKDL240006127-1A_H2TG7DSXC_L3",4470016,670502400,100,0.04,92.14,86.15,67.17,"DSP-1001660018727-B","DSP-1001660018727-B-A07"
"S2_D01","CKDL240006127-1A_H2TG7DSXC_L3",3883558,582533700,100,0.03,95.42,89.66,65.87,"DSP-1001660018727-B","DSP-1001660018727-B-D01"
"S2_D05","CKDL240006127-1A_H2TG7DSXC_L3",3537856,530678400,100,0.03,94.67,88.61,65.84,"DSP-1001660018727-B","DSP-1001660018727-B-D05"
"S2_D07","CKDL240006127-1A_H2TG7DSXC_L3",3616160,542424000,100,0.03,95.21,89.29,66.23,"DSP-1001660018727-B","DSP-1001660018727-B-D07"
"S2_D10","CKDL240006127-1A_H2TG7DSXC_L3",4810282,721542300,100,0.03,94.93,88.97,67.59,"DSP-1001660018727-B","DSP-1001660018727-B-D10"
"S2_F06","CKDL240006127-1A_H2TG7DSXC_L3",2650860,397629000,100,0.03,94.53,88.41,65.81,"DSP-1001660018727-B","DSP-1001660018727-B-F06"
"S2_F07","CKDL240006127-1A_H2TG7DSXC_L3",1956844,293526600,100,0.03,94.57,88.33,66.79,"DSP-1001660018727-B","DSP-1001660018727-B-F07"
"S2_F08","CKDL240006127-1A_H2TG7DSXC_L3",1447288,217093200,100,0.03,95.25,89.33,65.43,"DSP-1001660018727-B","DSP-1001660018727-B-F08"
"S2_F10","CKDL240006127-1A_H2TG7DSXC_L3",2294820,344223000,100,0.03,94.85,88.9,66.83,"DSP-1001660018727-B","DSP-1001660018727-B-F10"
"S2_F11","CKDL240006127-1A_H2TG7DSXC_L3",831318,124697700,100,0.03,95.03,89.14,66.11,"DSP-1001660018727-B","DSP-1001660018727-B-F11"
"S2_F12","CKDL240006127-1A_H2TG7DSXC_L3",539726,80958900,100,0.03,94.9,88.39,66.76,"DSP-1001660018727-B","DSP-1001660018727-B-F12"
"S2_G01","CKDL240006127-1A_H2TG7DSXC_L3",2306244,345936600,100,0.04,92.45,86.3,67.1,"DSP-1001660018727-B","DSP-1001660018727-B-G01"
"S2_G02","CKDL240006127-1A_H2TG7DSXC_L3",1784232,267634800,100,0.04,91.66,85.8,66.91,"DSP-1001660018727-B","DSP-1001660018727-B-G02"
"S2_G03","CKDL240006127-1A_H2TG7DSXC_L3",2247210,337081500,100,0.03,93.8,87.55,65.6,"DSP-1001660018727-B","DSP-1001660018727-B-G03"
"S2_G04","CKDL240006127-1A_H2TG7DSXC_L3",904890,135733500,100,0.04,90.71,85,66.08,"DSP-1001660018727-B","DSP-1001660018727-B-G04"
"S2_G05","CKDL240006127-1A_H2TG7DSXC_L3",498160,74724000,100,0.03,95.2,89.27,66.15,"DSP-1001660018727-B","DSP-1001660018727-B-G05"
"S2_G06","CKDL240006127-1A_H2TG7DSXC_L3",1100612,165091800,100,0.03,95.75,90.41,65.46,"DSP-1001660018727-B","DSP-1001660018727-B-G06"
"S2_G07","CKDL240006127-1A_H2TG7DSXC_L3",1132926,169938900,100,0.04,93.47,87.46,67.11,"DSP-1001660018727-B","DSP-1001660018727-B-G07"
"S2_A01","CKDL240006127-1A_H2TG7DSXC_L3",6122,918300,100,0.04,90.83,83.18,70.56,"DSP-1001660018727-B","DSP-1001660018727-B-A01"
"S2_A02","CKDL240006127-1A_H2TG7DSXC_L3",2227470,334120500,100,0.04,93.28,87.09,65.27,"DSP-1001660018727-B","DSP-1001660018727-B-A02"
"S2_A03","CKDL240006127-1A_H2TG7DSXC_L3",2204122,330618300,100,0.03,95.34,89.48,65.85,"DSP-1001660018727-B","DSP-1001660018727-B-A03"
"S2_A04","CKDL240006127-1A_H2TG7DSXC_L3",2315328,347299200,100,0.03,95.25,89.53,65.85,"DSP-1001660018727-B","DSP-1001660018727-B-A04"
"S2_A05","CKDL240006127-1A_H2TG7DSXC_L3",3217904,482685600,100,0.03,94.32,87.99,65.91,"DSP-1001660018727-B","DSP-1001660018727-B-A05"
"S2_A08","CKDL240006127-1A_H2TG7DSXC_L3",1230404,184560600,100,0.03,94.21,88.26,66.25,"DSP-1001660018727-B","DSP-1001660018727-B-A08"
"S2_A09","CKDL240006127-1A_H2TG7DSXC_L3",1361434,204215100,100,0.04,93.16,87.14,66.63,"DSP-1001660018727-B","DSP-1001660018727-B-A09"
"S2_A10","CKDL240006127-1A_H2TG7DSXC_L3",2582226,387333900,100,0.04,93.25,87.08,65.96,"DSP-1001660018727-B","DSP-1001660018727-B-A10"
"S2_A11","CKDL240006127-1A_H2TG7DSXC_L3",938118,140717700,100,0.03,94.44,88.55,66.96,"DSP-1001660018727-B","DSP-1001660018727-B-A11"
"S2_A12","CKDL240006127-1A_H2TG7DSXC_L3",2180760,327114000,100,0.03,93.74,87.42,66.05,"DSP-1001660018727-B","DSP-1001660018727-B-A12"
"S2_B01","CKDL240006127-1A_H2TG7DSXC_L3",2353948,353092200,100,0.04,92.54,86.51,66.11,"DSP-1001660018727-B","DSP-1001660018727-B-B01"
"S2_B02","CKDL240006127-1A_H2TG7DSXC_L3",678334,101750100,100,0.03,95.27,89.29,65.17,"DSP-1001660018727-B","DSP-1001660018727-B-B02"
"S2_B03","CKDL240006127-1A_H2TG7DSXC_L3",561494,84224100,100,0.04,93.15,86.81,67.05,"DSP-1001660018727-B","DSP-1001660018727-B-B03"
"S2_B04","CKDL240006127-1A_H2TG7DSXC_L3",728722,109308300,100,0.03,95.71,90.28,67.52,"DSP-1001660018727-B","DSP-1001660018727-B-B04"
"S2_B05","CKDL240006127-1A_H2TG7DSXC_L3",1954718,293207700,100,0.03,94.58,88.71,66.89,"DSP-1001660018727-B","DSP-1001660018727-B-B05"
"S2_B06","CKDL240006127-1A_H2TG7DSXC_L3",1660980,249147000,100,0.04,92.29,86.14,66.88,"DSP-1001660018727-B","DSP-1001660018727-B-B06"
"S2_B07","CKDL240006127-1A_H2TG7DSXC_L3",2626008,393901200,100,0.03,94.43,88.1,64.5,"DSP-1001660018727-B","DSP-1001660018727-B-B07"
"S2_B08","CKDL240006127-1A_H2TG7DSXC_L3",780308,117046200,100,0.03,95.45,89.65,64.49,"DSP-1001660018727-B","DSP-1001660018727-B-B08"
"S2_B09","CKDL240006127-1A_H2TG7DSXC_L3",1231172,184675800,100,0.03,95.85,90.3,66.18,"DSP-1001660018727-B","DSP-1001660018727-B-B09"
"S2_B10","CKDL240006127-1A_H2TG7DSXC_L3",362680,54402000,100,0.04,93,86.5,66.07,"DSP-1001660018727-B","DSP-1001660018727-B-B10"
"S2_B11","CKDL240006127-1A_H2TG7DSXC_L3",902014,135302100,100,0.04,91.4,85.63,67.42,"DSP-1001660018727-B","DSP-1001660018727-B-B11"
"S2_B12","CKDL240006127-1A_H2TG7DSXC_L3",994166,149124900,100,0.03,94.38,88.25,65.91,"DSP-1001660018727-B","DSP-1001660018727-B-B12"
"S2_C01","CKDL240006127-1A_H2TG7DSXC_L3",1457702,218655300,100,0.03,95.71,90.27,66.94,"DSP-1001660018727-B","DSP-1001660018727-B-C01"
"S2_C02","CKDL240006127-1A_H2TG7DSXC_L3",754240,113136000,100,0.04,90.98,85.47,66.45,"DSP-1001660018727-B","DSP-1001660018727-B-C02"
"S2_C03","CKDL240006127-1A_H2TG7DSXC_L3",394782,59217300,100,0.04,92.4,86.33,66.7,"DSP-1001660018727-B","DSP-1001660018727-B-C03"
"S2_C04","CKDL240006127-1A_H2TG7DSXC_L3",628554,94283100,100,0.03,93.85,87.1,65.59,"DSP-1001660018727-B","DSP-1001660018727-B-C04"
"S2_C05","CKDL240006127-1A_H2TG7DSXC_L3",994560,149184000,100,0.03,95.15,89.28,66.98,"DSP-1001660018727-B","DSP-1001660018727-B-C05"
"S2_C06","CKDL240006127-1A_H2TG7DSXC_L3",868198,130229700,100,0.04,93.58,87.18,67.05,"DSP-1001660018727-B","DSP-1001660018727-B-C06"
"S2_C07","CKDL240006127-1A_H2TG7DSXC_L3",1301228,195184200,100,0.03,94.7,88.56,66.27,"DSP-1001660018727-B","DSP-1001660018727-B-C07"
"S2_C08","CKDL240006127-1A_H2TG7DSXC_L3",1336806,200520900,100,0.03,95.64,90.05,65.87,"DSP-1001660018727-B","DSP-1001660018727-B-C08"
"S2_C09","CKDL240006127-1A_H2TG7DSXC_L3",1498350,224752500,100,0.03,94.33,88.1,65.86,"DSP-1001660018727-B","DSP-1001660018727-B-C09"
"S2_C10","CKDL240006127-1A_H2TG7DSXC_L3",1717308,257596200,100,0.03,95.05,89.05,66.54,"DSP-1001660018727-B","DSP-1001660018727-B-C10"
"S2_C11","CKDL240006127-1A_H2TG7DSXC_L3",1496310,224446500,100,0.04,92.96,87.01,66.68,"DSP-1001660018727-B","DSP-1001660018727-B-C11"
"S2_C12","CKDL240006127-1A_H2TG7DSXC_L3",3208424,481263600,100,0.03,94.23,87.65,67.26,"DSP-1001660018727-B","DSP-1001660018727-B-C12"
"S2_D02","CKDL240006127-1A_H2TG7DSXC_L3",2043934,306590100,100,0.03,95.77,90.26,65.11,"DSP-1001660018727-B","DSP-1001660018727-B-D02"
"S2_D03","CKDL240006127-1A_H2TG7DSXC_L3",2142968,321445200,100,0.03,95.74,90.32,65.79,"DSP-1001660018727-B","DSP-1001660018727-B-D03"
"S2_D04","CKDL240006127-1A_H2TG7DSXC_L3",1910214,286532100,100,0.03,94.15,88.03,66.32,"DSP-1001660018727-B","DSP-1001660018727-B-D04"
"S2_D06","CKDL240006127-1A_H2TG7DSXC_L3",2389226,358383900,100,0.04,90.7,85.27,66.41,"DSP-1001660018727-B","DSP-1001660018727-B-D06"
"S2_D08","CKDL240006127-1A_H2TG7DSXC_L3",2665060,399759000,100,0.03,95.28,89.59,66.19,"DSP-1001660018727-B","DSP-1001660018727-B-D08"
"S2_D11","CKDL240006127-1A_H2TG7DSXC_L3",2816318,422447700,100,0.03,94.66,88.2,65.49,"DSP-1001660018727-B","DSP-1001660018727-B-D11"
"S2_D12","CKDL240006127-1A_H2TG7DSXC_L3",2275474,341321100,100,0.04,93.38,87.22,67.66,"DSP-1001660018727-B","DSP-1001660018727-B-D12"
"S2_E01","CKDL240006127-1A_H2TG7DSXC_L3",2353698,353054700,100,0.03,95.32,89.47,65.19,"DSP-1001660018727-B","DSP-1001660018727-B-E01"
"S2_E02","CKDL240006127-1A_H2TG7DSXC_L3",2217254,332588100,100,0.03,95.48,89.74,65.51,"DSP-1001660018727-B","DSP-1001660018727-B-E02"
"S2_E03","CKDL240006127-1A_H2TG7DSXC_L3",1390936,208640400,100,0.04,91.3,85.58,66.67,"DSP-1001660018727-B","DSP-1001660018727-B-E03"
"S2_E04","CKDL240006127-1A_H2TG7DSXC_L3",2488588,373288200,100,0.03,94.16,87.89,65.52,"DSP-1001660018727-B","DSP-1001660018727-B-E04"
"S2_E05","CKDL240006127-1A_H2TG7DSXC_L3",2019554,302933100,100,0.03,94.06,87.9,66.3,"DSP-1001660018727-B","DSP-1001660018727-B-E05"
"S2_E06","CKDL240006127-1A_H2TG7DSXC_L3",1620772,243115800,100,0.04,93.44,87.12,65.99,"DSP-1001660018727-B","DSP-1001660018727-B-E06"
"S2_E07","CKDL240006127-1A_H2TG7DSXC_L3",1848076,277211400,100,0.03,95.47,89.75,66.19,"DSP-1001660018727-B","DSP-1001660018727-B-E07"
"S2_E08","CKDL240006127-1A_H2TG7DSXC_L3",683762,102564300,100,0.03,94.21,88.04,65.86,"DSP-1001660018727-B","DSP-1001660018727-B-E08"
"S2_E09","CKDL240006127-1A_H2TG7DSXC_L3",840288,126043200,100,0.04,91.68,85.81,65.9,"DSP-1001660018727-B","DSP-1001660018727-B-E09"
"S2_E10","CKDL240006127-1A_H2TG7DSXC_L3",909766,136464900,100,0.03,95.73,90.2,65.84,"DSP-1001660018727-B","DSP-1001660018727-B-E10"
"S2_E11","CKDL240006127-1A_H2TG7DSXC_L3",1115850,167377500,100,0.03,94.74,88.12,66.16,"DSP-1001660018727-B","DSP-1001660018727-B-E11"
"S2_E12","CKDL240006127-1A_H2TG7DSXC_L3",1296422,194463300,100,0.05,89.71,84.19,67.55,"DSP-1001660018727-B","DSP-1001660018727-B-E12"
"S2_F01","CKDL240006127-1A_H2TG7DSXC_L3",688900,103335000,100,0.05,89.71,83.96,67.61,"DSP-1001660018727-B","DSP-1001660018727-B-F01"
"S2_F02","CKDL240006127-1A_H2TG7DSXC_L3",733972,110095800,100,0.03,94.51,88.4,66.1,"DSP-1001660018727-B","DSP-1001660018727-B-F02"
"S2_F03","CKDL240006127-1A_H2TG7DSXC_L3",843192,126478800,100,0.03,95.47,89.7,65.38,"DSP-1001660018727-B","DSP-1001660018727-B-F03"
"S2_F04","CKDL240006127-1A_H2TG7DSXC_L3",2489106,373365900,100,0.04,92.19,86.42,67.18,"DSP-1001660018727-B","DSP-1001660018727-B-F04"
"S2_F05","CKDL240006127-1A_H2TG7DSXC_L3",2447436,367115400,100,0.03,95.26,89.49,65.81,"DSP-1001660018727-B","DSP-1001660018727-B-F05"
"S5_B07","CKDL240006332-1A_H2T2NDSXC_L2",263472,39520800,100,0.03,95.57,90.64,65.34,"DSP-1001660006538-C","DSP-1001660006538-C-B07"
"S5_B08","CKDL240006332-1A_H2T2NDSXC_L2",79684,11952600,100,0.03,95.44,90.56,66.7,"DSP-1001660006538-C","DSP-1001660006538-C-B08"
"S5_B09","CKDL240006332-1A_H2T2NDSXC_L2",191748,28762200,100,0.03,94.91,89.52,66.61,"DSP-1001660006538-C","DSP-1001660006538-C-B09"
"S5_B10","CKDL240006332-1A_H2T2NDSXC_L2",242806,36420900,100,0.03,95.48,90.66,64.94,"DSP-1001660006538-C","DSP-1001660006538-C-B10"
"S5_B11","CKDL240006332-1A_H2T2NDSXC_L2",240172,36025800,100,0.04,93.11,87.47,64.87,"DSP-1001660006538-C","DSP-1001660006538-C-B11"
"S5_B12","CKDL240006332-1A_H2T2NDSXC_L2",110834,16625100,100,0.04,91.78,86.43,66.24,"DSP-1001660006538-C","DSP-1001660006538-C-B12"
"S5_C05","CKDL240006332-1A_H2T2NDSXC_L2",342,51300,100,0.23,69.61,47.46,23.2,"DSP-1001660006538-C","DSP-1001660006538-C-C05"
"S5_D01","CKDL240006332-1A_H2T2NDSXC_L2",545208,81781200,100,0.03,95.6,90.82,66.31,"DSP-1001660006538-C","DSP-1001660006538-C-D01"
"S5_D02","CKDL240006332-1A_H2T2NDSXC_L2",640176,96026400,100,0.03,94.79,89.49,66.65,"DSP-1001660006538-C","DSP-1001660006538-C-D02"
"S5_D03","CKDL240006332-1A_H2T2NDSXC_L2",535410,80311500,100,0.03,94.29,88.86,65.27,"DSP-1001660006538-C","DSP-1001660006538-C-D03"
"S5_D04","CKDL240006332-1A_H2T2NDSXC_L2",212928,31939200,100,0.03,95.31,90.01,66.39,"DSP-1001660006538-C","DSP-1001660006538-C-D04"
"S5_D05","CKDL240006332-1A_H2T2NDSXC_L2",663318,99497700,100,0.04,92.4,87.06,66.79,"DSP-1001660006538-C","DSP-1001660006538-C-D05"
"S5_D06","CKDL240006332-1A_H2T2NDSXC_L2",906628,135994200,100,0.03,93.79,88.01,66.26,"DSP-1001660006538-C","DSP-1001660006538-C-D06"
"S5_D07","CKDL240006332-1A_H2T2NDSXC_L2",532906,79935900,100,0.04,90.43,85.74,65.52,"DSP-1001660006538-C","DSP-1001660006538-C-D07"
"S5_D08","CKDL240006332-1A_H2T2NDSXC_L2",441788,66268200,100,0.04,93.19,87.4,65.99,"DSP-1001660006538-C","DSP-1001660006538-C-D08"
"S5_D09","CKDL240006332-1A_H2T2NDSXC_L2",371002,55650300,100,0.04,90.64,85.73,66.25,"DSP-1001660006538-C","DSP-1001660006538-C-D09"
"S5_D10","CKDL240006332-1A_H2T2NDSXC_L2",340034,51005100,100,0.04,93.18,87.52,65.65,"DSP-1001660006538-C","DSP-1001660006538-C-D10"
"S5_D11","CKDL240006332-1A_H2T2NDSXC_L2",311728,46759200,100,0.03,95.5,90.63,66.03,"DSP-1001660006538-C","DSP-1001660006538-C-D11"
"S5_D12","CKDL240006332-1A_H2T2NDSXC_L2",347650,52147500,100,0.03,94.68,89.17,65.59,"DSP-1001660006538-C","DSP-1001660006538-C-D12"
"S5_E01","CKDL240006332-1A_H2T2NDSXC_L2",264626,39693900,100,0.03,94.76,89.39,66.31,"DSP-1001660006538-C","DSP-1001660006538-C-E01"
"S5_E02","CKDL240006332-1A_H2T2NDSXC_L2",241668,36250200,100,0.03,95.53,90.75,65.95,"DSP-1001660006538-C","DSP-1001660006538-C-E02"
"S5_E03","CKDL240006332-1A_H2T2NDSXC_L2",160330,24049500,100,0.03,94.89,89.62,65.31,"DSP-1001660006538-C","DSP-1001660006538-C-E03"
"S5_E04","CKDL240006332-1A_H2T2NDSXC_L2",111702,16755300,100,0.03,95.15,89.83,66,"DSP-1001660006538-C","DSP-1001660006538-C-E04"
"S5_E05","CKDL240006332-1A_H2T2NDSXC_L2",183082,27462300,100,0.03,95.51,90.67,65.3,"DSP-1001660006538-C","DSP-1001660006538-C-E05"
"S5_E06","CKDL240006332-1A_H2T2NDSXC_L2",251930,37789500,100,0.03,95.61,90.91,65.26,"DSP-1001660006538-C","DSP-1001660006538-C-E06"
"S5_E07","CKDL240006332-1A_H2T2NDSXC_L2",182130,27319500,100,0.03,94.64,89.05,66.95,"DSP-1001660006538-C","DSP-1001660006538-C-E07"
"S5_E08","CKDL240006332-1A_H2T2NDSXC_L2",241052,36157800,100,0.03,95.6,90.9,65.32,"DSP-1001660006538-C","DSP-1001660006538-C-E08"
"S5_E09","CKDL240006332-1A_H2T2NDSXC_L2",327988,49198200,100,0.03,95.23,90.26,66.26,"DSP-1001660006538-C","DSP-1001660006538-C-E09"
"S5_E10","CKDL240006332-1A_H2T2NDSXC_L2",180900,27135000,100,0.03,94.76,89.45,66.93,"DSP-1001660006538-C","DSP-1001660006538-C-E10"
"S5_E11","CKDL240006332-1A_H2T2NDSXC_L2",217900,32685000,100,0.03,94.96,89.73,66.7,"DSP-1001660006538-C","DSP-1001660006538-C-E11"
"S5_E12","CKDL240006332-1A_H2T2NDSXC_L2",22450,3367500,100,0.03,95.37,90.33,67.16,"DSP-1001660006538-C","DSP-1001660006538-C-E12"
"S5_F01","CKDL240006332-1A_H2T2NDSXC_L2",186218,27932700,100,0.03,95.58,90.63,64.57,"DSP-1001660006538-C","DSP-1001660006538-C-F01"
"S5_F02","CKDL240006332-1A_H2T2NDSXC_L2",140950,21142500,100,0.03,94.73,89.41,66.21,"DSP-1001660006538-C","DSP-1001660006538-C-F02"
"S5_F03","CKDL240006332-1A_H2T2NDSXC_L2",135722,20358300,100,0.03,95.64,90.83,65.25,"DSP-1001660006538-C","DSP-1001660006538-C-F03"
"S5_F04","CKDL240006332-1A_H2T2NDSXC_L2",118980,17847000,100,0.03,95.54,90.6,65.63,"DSP-1001660006538-C","DSP-1001660006538-C-F04"
"S5_F05","CKDL240006332-1A_H2T2NDSXC_L2",49120,7368000,100,0.03,94.22,88.82,65.58,"DSP-1001660006538-C","DSP-1001660006538-C-F05"
"S5_F06","CKDL240006332-1A_H2T2NDSXC_L2",46916,7037400,100,0.03,95.06,89.67,64.18,"DSP-1001660006538-C","DSP-1001660006538-C-F06"
"S5_F07","CKDL240006332-1A_H2T2NDSXC_L2",57290,8593500,100,0.04,92.04,86.83,65,"DSP-1001660006538-C","DSP-1001660006538-C-F07"
"S5_F08","CKDL240006332-1A_H2T2NDSXC_L2",26148,3922200,100,0.04,91.96,86.48,66.2,"DSP-1001660006538-C","DSP-1001660006538-C-F08"
"S5_F09","CKDL240006332-1A_H2T2NDSXC_L2",113256,16988400,100,0.03,94.04,88.46,64.65,"DSP-1001660006538-C","DSP-1001660006538-C-F09"
"S5_F10","CKDL240006332-1A_H2T2NDSXC_L2",57010,8551500,100,0.03,94.92,89.75,66.32,"DSP-1001660006538-C","DSP-1001660006538-C-F10"
"S5_F11","CKDL240006332-1A_H2T2NDSXC_L2",78350,11752500,100,0.03,95.07,89.91,65.26,"DSP-1001660006538-C","DSP-1001660006538-C-F11"
"S5_F12","CKDL240006332-1A_H2T2NDSXC_L2",1208690,181303500,100,0.03,95.39,90.34,65.62,"DSP-1001660006538-C","DSP-1001660006538-C-F12"
"S5_G01","CKDL240006332-1A_H2T2NDSXC_L2",820336,123050400,100,0.03,95.35,90.31,64.99,"DSP-1001660006538-C","DSP-1001660006538-C-G01"
"S5_G02","CKDL240006332-1A_H2T2NDSXC_L2",1050952,157642800,100,0.04,93.31,87.64,64.76,"DSP-1001660006538-C","DSP-1001660006538-C-G02"
"S5_G03","CKDL240006332-1A_H2T2NDSXC_L2",386130,57919500,100,0.03,94.69,89.22,66.6,"DSP-1001660006538-C","DSP-1001660006538-C-G03"
"S5_G04","CKDL240006332-1A_H2T2NDSXC_L2",397328,59599200,100,0.03,93.5,87.76,65.19,"DSP-1001660006538-C","DSP-1001660006538-C-G04"
"S5_G05","CKDL240006332-1A_H2T2NDSXC_L2",387832,58174800,100,0.03,95.27,90.07,65.21,"DSP-1001660006538-C","DSP-1001660006538-C-G05"
"S5_G06","CKDL240006332-1A_H2T2NDSXC_L2",85174,12776100,100,0.03,95.83,91.22,67.41,"DSP-1001660006538-C","DSP-1001660006538-C-G06"
"S4_F07","CKDL240006331-1A_H2TM2DSXC_L3",4734882,710232300,100,0.03,95.75,90.26,66.94,"DSP-1001660018728-B","DSP-1001660018728-B-F07"
"S4_F08","CKDL240006331-1A_H2TM2DSXC_L3",3724700,558705000,100,0.03,96.16,90.97,65.59,"DSP-1001660018728-B","DSP-1001660018728-B-F08"
"S4_C04","CKDL240006331-1A_H2TM2DSXC_L3",382834,57425100,100,0.03,95.05,88.87,65.63,"DSP-1001660018728-B","DSP-1001660018728-B-C04"
"S4_C05","CKDL240006331-1A_H2TM2DSXC_L3",516488,77473200,100,0.03,96.04,90.87,66.98,"DSP-1001660018728-B","DSP-1001660018728-B-C05"
"S4_C06","CKDL240006331-1A_H2TM2DSXC_L3",804986,120747900,100,0.03,94.78,88.78,66.97,"DSP-1001660018728-B","DSP-1001660018728-B-C06"
"S4_C07","CKDL240006331-1A_H2TM2DSXC_L3",1752850,262927500,100,0.03,95.77,90.23,66.26,"DSP-1001660018728-B","DSP-1001660018728-B-C07"
"S4_C08","CKDL240006331-1A_H2TM2DSXC_L3",2132500,319875000,100,0.03,96.32,91.35,65.97,"DSP-1001660018728-B","DSP-1001660018728-B-C08"
"S4_C09","CKDL240006331-1A_H2TM2DSXC_L3",1469294,220394100,100,0.03,95.43,89.75,65.98,"DSP-1001660018728-B","DSP-1001660018728-B-C09"
"S4_C10","CKDL240006331-1A_H2TM2DSXC_L3",1503070,225460500,100,0.03,95.96,90.65,66.58,"DSP-1001660018728-B","DSP-1001660018728-B-C10"
"S4_C11","CKDL240006331-1A_H2TM2DSXC_L3",636358,95453700,100,0.03,94.15,88.53,66.53,"DSP-1001660018728-B","DSP-1001660018728-B-C11"
"S4_C12","CKDL240006331-1A_H2TM2DSXC_L3",807058,121058700,100,0.03,95.29,89.31,67.23,"DSP-1001660018728-B","DSP-1001660018728-B-C12"
"S4_E01","CKDL240006331-1A_H2TM2DSXC_L3",858924,128838600,100,0.03,96.15,91,65.26,"DSP-1001660018728-B","DSP-1001660018728-B-E01"
"S4_E02","CKDL240006331-1A_H2TM2DSXC_L3",199910,29986500,100,0.03,96.33,91.38,65.57,"DSP-1001660018728-B","DSP-1001660018728-B-E02"
"S4_E03","CKDL240006331-1A_H2TM2DSXC_L3",162498,24374700,100,0.04,92.09,86.65,66.49,"DSP-1001660018728-B","DSP-1001660018728-B-E03"
"S4_E04","CKDL240006331-1A_H2TM2DSXC_L3",225972,33895800,100,0.03,95.38,89.58,65.55,"DSP-1001660018728-B","DSP-1001660018728-B-E04"
"S4_E05","CKDL240006331-1A_H2TM2DSXC_L3",308322,46248300,100,0.03,95.26,89.57,66.27,"DSP-1001660018728-B","DSP-1001660018728-B-E05"
"S4_E07","CKDL240006331-1A_H2TM2DSXC_L3",358764,53814600,100,0.03,96.29,91.26,66.28,"DSP-1001660018728-B","DSP-1001660018728-B-E07"
"S4_E08","CKDL240006331-1A_H2TM2DSXC_L3",18286,2742900,100,0.03,95.49,89.87,66.7,"DSP-1001660018728-B","DSP-1001660018728-B-E08"
"S4_E09","CKDL240006331-1A_H2TM2DSXC_L3",357148,53572200,100,0.04,92.69,87.11,65.76,"DSP-1001660018728-B","DSP-1001660018728-B-E09"
"S4_E10","CKDL240006331-1A_H2TM2DSXC_L3",981050,147157500,100,0.03,96.4,91.57,65.91,"DSP-1001660018728-B","DSP-1001660018728-B-E10"
"S4_E11","CKDL240006331-1A_H2TM2DSXC_L3",1343006,201450900,100,0.03,95.61,89.77,66.21,"DSP-1001660018728-B","DSP-1001660018728-B-E11"
"S4_E12","CKDL240006331-1A_H2TM2DSXC_L3",927956,139193400,100,0.04,89.89,84.95,67.16,"DSP-1001660018728-B","DSP-1001660018728-B-E12"
"S4_F01","CKDL240006331-1A_H2TM2DSXC_L3",866138,129920700,100,0.04,90.13,84.88,67.2,"DSP-1001660018728-B","DSP-1001660018728-B-F01"
"S4_F02","CKDL240006331-1A_H2TM2DSXC_L3",927542,139131300,100,0.03,95.61,90.07,66.23,"DSP-1001660018728-B","DSP-1001660018728-B-F02"
"S4_F03","CKDL240006331-1A_H2TM2DSXC_L3",616422,92463300,100,0.03,96.3,91.3,65.54,"DSP-1001660018728-B","DSP-1001660018728-B-F03"
"S4_F04","CKDL240006331-1A_H2TM2DSXC_L3",2,300,100,0.19,73.33,56,38.67,"DSP-1001660018728-B","DSP-1001660018728-B-F04"
"S4_F05","CKDL240006331-1A_H2TM2DSXC_L3",717772,107665800,100,0.03,96.16,91.1,65.94,"DSP-1001660018728-B","DSP-1001660018728-B-F05"
"S4_F06","CKDL240006331-1A_H2TM2DSXC_L3",3104908,465736200,100,0.03,95.66,90.15,65.9,"DSP-1001660018728-B","DSP-1001660018728-B-F06"
"S4_F09","CKDL240006331-1A_H2TM2DSXC_L3",1532750,229912500,100,0.03,96.09,90.88,65.95,"DSP-1001660018728-B","DSP-1001660018728-B-F09"
"S4_F10","CKDL240006331-1A_H2TM2DSXC_L3",2217600,332640000,100,0.03,95.84,90.51,66.97,"DSP-1001660018728-B","DSP-1001660018728-B-F10"
"S4_F11","CKDL240006331-1A_H2TM2DSXC_L3",2606498,390974700,100,0.03,96.07,90.93,66.23,"DSP-1001660018728-B","DSP-1001660018728-B-F11"
"S4_A01","CKDL240006331-1A_H2TM2DSXC_L3",10344,1551600,100,0.04,92.39,85.28,70.31,"DSP-1001660018728-B","DSP-1001660018728-B-A01"
"S4_A02","CKDL240006331-1A_H2TM2DSXC_L3",360874,54131100,100,0.03,94.45,88.65,65.23,"DSP-1001660018728-B","DSP-1001660018728-B-A02"
"S4_A03","CKDL240006331-1A_H2TM2DSXC_L3",574074,86111100,100,0.03,96.17,91,65.91,"DSP-1001660018728-B","DSP-1001660018728-B-A03"
"S4_A04","CKDL240006331-1A_H2TM2DSXC_L3",423846,63576900,100,0.03,96.22,91.27,65.87,"DSP-1001660018728-B","DSP-1001660018728-B-A04"
"S4_A05","CKDL240006331-1A_H2TM2DSXC_L3",350584,52587600,100,0.03,95.39,89.65,65.94,"DSP-1001660018728-B","DSP-1001660018728-B-A05"
